"code","title","umbrella_code","founder","main_category","category","has_interest","is_hedge","currency_type"
UPH,ÜNLÜ PORTFÖY HİSSE SENEDİ (TL) FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Ünlü Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
EID,QİNVEST PORTFÖY HİSSE SENEDİ FONU (HİSSE YOĞUN FON),Hisse Senedi Şemsiye Fonu,QInvest Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
APJ,AK PORTFÖY BIST ŞİRKETLERİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,Ak Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
AES,AK PORTFÖY PETROL YABANCI BYF FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,Ak Portföy,Emtia,Petrol,true,false,Tümü
FPH,FİBA PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Fiba Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
MPS,AKTİF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Aktif Portföy,Hisse Senedi,Hisse Senedi,false,false,Türk Lira
OLD,QNB PORTFÖY TEMİZ ENERJİ VE SU FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,QNB Portföy,Hisse Senedi,Sürdürülebilirlik,true,false,Tümü
GL1,AZİMUT PYŞ BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Azimut Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
FYD,QNB PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,QNB Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
ICF,ICBC TURKEY PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,ICBC Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
DTL,DENİZ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Deniz Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
ACK,İSTANBUL PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,İstanbul Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
KST,ALLBATROSS PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Allbatross Portföy,Hisse Senedi,Hisse Senedi,false,false,Türk Lira
YJH,YAPI KREDİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FONU,Değişken Şemsiye Fonu,Yapı Kredi Portföy,Hisse Senedi,Temiz Enerji,true,false,Tümü
YEF,YAPI KREDİ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Yapı Kredi Portföy,Hisse Senedi,BIST30,true,false,Tümü
IJC,İŞ PORTFÖY YARI İLETKEN TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,İş Portföy,Hisse Senedi,Teknoloji,true,false,Tümü
PHE,PUSULA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Pusula Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
GZR,GARANTİ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Garanti Portföy,Hisse Senedi,Sürdürülebilirlik,true,false,Türk Lira
KNJ,KUVEYT TÜRK PORTFÖY ENERJİ KATILIM FONU,Katılım Şemsiye Fonu,Kuveyttürk Portföy,Hisse Senedi,Enerji,false,false,Tümü
GIE,GARANTİ PORTFÖY GARANTİ BBVA İKLİM ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Garanti Portföy,Hisse Senedi,Sürdürülebilirlik,true,false,Türk Lira
YLE,YAPI KREDİ PORTFÖY BIST SÜRDÜRÜLEBİLİRLİK ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Yapı Kredi Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
TYH,TEB PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,TEB Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
GBJ,GARANTİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Garanti Portföy,Hisse Senedi,Bankacılık,true,true,Tümü
THD,TRIVE PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,TRive Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
THV,ATA PORTFÖY BARBAROS HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Ata Portföy,Hisse Senedi,Hisse Senedi,true,true,Türk Lira
GBH,GARANTİ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Garanti Portföy,Hisse Senedi,Hisse Senedi,true,true,Tümü
FSG,FİBA PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Fiba Portföy,Hisse Senedi,Hisse Senedi,true,true,Tümü
AAV,ATA PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Ata Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
YDI,YAPI KREDİ PORTFÖY MODEL PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Yapı Kredi Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
IHT,İŞ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,İş Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
MMH,AKTİF PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Aktif Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
YHS,YAPI KREDİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Yapı Kredi Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
GZH,GARANTİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Garanti Portföy,Değişken,Temiz Enerji,true,false,Tümü
OPH,OSMANLI PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Osmanlı Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
ICZ,AK PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Ak Portföy,Hisse Senedi,Teknoloji,true,false,Türk Lira
TIE,İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,İş Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
DAH,DENİZ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Deniz Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
DXP,DENİZ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Deniz Portföy,Hisse Senedi,İhracatçı Şirketler,true,false,Tümü
GAE,GARANTİ PORTFÖY BİST30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Garanti Portföy,Hisse Senedi,BIST30,true,false,Türk Lira
AYA,ATA PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Ata Portföy,Hisse Senedi,Kar Payı Ödeyen,true,false,Türk Lira
AKU,AK PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Ak Portföy,Hisse Senedi,BIST30,true,false,Türk Lira
TCD,TACİRLER PORTFÖY DEĞIŞKEN FON,Değişken Şemsiye Fonu,Tacirler Portföy,Değişken,Değişken,true,false,Tümü
SAS,AK PORTFÖY SABANCI TOPLULUĞU ŞİRKETLERİ ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Ak Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
DLD,DENİZ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Deniz Portföy,Hisse Senedi,Sürdürülebilirlik,true,false,Tümü
OPI,OSMANLI PORTFÖY İKİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Osmanlı Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
HBU,HSBC PORTFÖY BİST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,HSBC Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
ASJ,AKTİF PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Aktif Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
ZLH,ZİRAAT PORTFÖY BIST 100-30 ŞİRKETLERİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Ziraat Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
HKR,HSBC PORTFÖY KIRMIZI HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,HSBC Portföy,Hisse Senedi,Hisse Senedi,true,true,Türk Lira
DZE,DENİZ PORTFÖY BIST 100 ENDEKSİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Deniz Portföy,Hisse Senedi,BIST 100,true,false,Tümü
IFN,ICBC TURKEY PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,ICBC Portföy,Hisse Senedi,Sürdürülebilirlik,true,false,Tümü
TZD,ZİRAAT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Ziraat Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
AEV,ALLBATROSS PORTFÖY SANAYİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Allbatross Portföy,Hisse Senedi,Sanayi ,true,false,Türk Lira
KYA,KARE PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Kare Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
GZM,GLOBAL MD PORTFÖY DİNAMİK SERBEST (TL) FON,Serbest Şemsiye Fonu,Global Portföy,Değişken,Değişken,true,true,Türk Lira
TLZ,ATA PORTFÖY ANALİZ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Ata Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
FUA,AK PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Ak Portföy,Hisse Senedi,İhracatçı Şirketler,true,false,Türk Lira
AOY,AK PORTFÖY ALTERNATİF ENERJİ YABANCI HİSSE SENEDİ FONU,Hisse Senedi Şemsiye Fonu,Ak Portföy,Hisse Senedi,Enerji,true,false,Tümü
TAU,İŞ PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,İş Portföy,Hisse Senedi,Bankacılık,true,false,Türk Lira
ADP,AK PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Ak Portföy,Hisse Senedi,Bankacılık,true,false,Türk Lira
BUY,AK PORTFÖY BÜYÜYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Ak Portföy,Hisse Senedi,Büyüyen Şirketler,true,false,Türk Lira
TI3,İŞ PORTFÖY İŞ BANKASI İŞTİRAKLERİ ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,İş Portföy,Hisse Senedi,İş Bankası İştirakleri,true,false,Türk Lira
DHJ,DENİZ PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Deniz Portföy,Hisse Senedi,Teknoloji,true,false,Tümü
PPB,PHİLLİP PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Phillip Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
YLY,YAPI KREDİ PORTFÖY KİLYOS KAR PAYI ÖDEYEN HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Yapı Kredi Portföy,Hisse Senedi,Kar Payı Ödeyen,true,true,Türk Lira
YZH,TEB PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN),Hisse Senedi Şemsiye Fonu,TEB Portföy,Hisse Senedi,Bankacılık,true,false,Tümü
YCP,YAPI KREDİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Yapı Kredi Portföy,Hisse Senedi,Bankacılık,true,true,Tümü
TLH,AURA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Aura Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
DPT,DENİZ PORTFÖY BİST TEMETTÜ 25 ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON ),Hisse Senedi Şemsiye Fonu,Deniz Portföy,Hisse Senedi,Temettü Ödeyen Şirketler,true,false,Tümü
ST1,STRATEJİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Strateji Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
OHK,OYAK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Oyak Portföy,Hisse Senedi,Hisse Senedi,false,false,Türk Lira
VAY,AK PORTFÖY DEĞER ODAKLI 100 ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Ak Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
BVM,ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Allbatross Portföy,Hisse Senedi,Hisse Senedi,true,true,Türk Lira
DDA,DENİZ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Deniz Portföy,Hisse Senedi,Bankacılık,true,true,Tümü
GMR,INVEO PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Inveo Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
GIH,ALLBATROSS PORTFÖY GIDA VE İÇECEK SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Allbatross Portföy,Hisse Senedi,Tarım ve Gıda,true,false,Tümü
NRC,NEO PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,NEO Portföy,Değişken,Değişken,true,false,Tümü
YAS,YAPI KREDİ PORTFÖY KOÇ HOLDİNG İŞTİRAK VE HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Yapı Kredi Portföy,Hisse Senedi,Koç Holding İştirakleri,true,false,Tümü
ONE,AKTİF PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Aktif Portföy,Hisse Senedi,Hisse Senedi,true,true,Türk Lira
IHZ,ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Allbatross Portföy,Hisse Senedi,Hisse Senedi,true,true,Tümü
HKM,HEDEF PORTFÖY BAŞAK HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Hedef Portföy,Hisse Senedi,Hisse Senedi,true,true,Türk Lira
ESP,AURA PORTFÖY EMTİA SERBEST FON,Serbest Şemsiye Fonu,Aura Portföy,Emtia,Emtia,true,true,Tümü
NHY,NEO PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,NEO Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
BUL,AKTİF PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Aktif Portföy,Hisse Senedi,Hisse Senedi,true,true,Türk Lira
IZF,QİNVEST PORTFÖY İKİNCİ KATILIM SERBEST FON,Serbest Şemsiye Fonu,QInvest Portföy,Değişken,Değişken,false,true,Tümü
KVT,AK PORTFÖY ENERJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Ak Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
PPJ,AK PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,Serbest Şemsiye Fonu,Ak Portföy,Değişken,Değişken,true,true,Türk Lira
AUV,AK PORTFÖY UZUN VADELİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,Ak Portföy,Döviz,Döviz,true,false,Döviz
HRZ,AKTİF PORTFÖY BIST HALKA ARZ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Aktif Portföy,Hisse Senedi,Halka Arz,true,false,Türk Lira
BOL,AKTİF PORTFÖY BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,Aktif Portföy,Borçlanma Araçları,Borçlanma Araçları,true,false,Tümü
ENJ,AKTİF PORTFÖY ENERJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Aktif Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
FLY,AKTİF PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Aktif Portföy,Değişken,Değişken,true,false,Tümü
LKT,AKTİF PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,Aktif Portföy,Para Piyasası,Para Piyasası,true,false,Türk Lira
SPT,AKTİF PORTFÖY KATILIM FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,Aktif Portföy,Fon Sepeti,Fon Sepeti,false,false,Tümü
TLK,AKTİF PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım Şemsiye Fonu,Aktif Portföy,Para Piyasası,Para Piyasası,false,false,Türk Lira
CKF,ALBARAKA PORTFÖY ÇOKLU VARLIK KATILIM FONU,Katılım Şemsiye Fonu,Albaraka Portföy,Değişken,Değişken,false,false,Tümü
BBP,ALLBATROSS PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,Allbatross Portföy,Borçlanma Araçları,Borçlanma Araçları,true,false,Tümü
BFE,ALLBATROSS PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,Allbatross Portföy,Fon Sepeti,Fon Sepeti,true,false,Tümü
KLS,ALLBATROSS PORTFÖY KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,Allbatross Portföy,Döviz,Döviz,false,true,Döviz
KKL,ALLBATROSS PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON,Serbest Şemsiye Fonu,Allbatross Portföy,Borçlanma Araçları,Kısa Vadeli,false,true,Türk Lira
URA,ATA PORTFÖY ENERJİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Ata Portföy,Değişken,Enerji,true,false,Tümü
BSH,ATLAS PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Atlas Portföy,Hisse Senedi,Bankacılık,true,true,Tümü
BTZ,ATLAS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Atlas Portföy,Hisse Senedi,BIST30 Dışı,true,false,Tümü
BTJ,ATLAS PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Atlas Portföy,İstatistiksel Arbitraj,Hisse Senedi,true,true,Tümü
KHJ,ATLAS PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Atlas Portföy,Hisse Senedi,Hisse Senedi,false,false,Tümü
KLH,ATLAS PORTFÖY KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Atlas Portföy,Hisse Senedi,Hisse Senedi,false,true,Tümü
PSE,ATLAS PORTFÖY PARA PİYASASI SERBEST FON,Serbest Şemsiye Fonu,Atlas Portföy,Para Piyasası,Para Piyasası,true,true,Tümü
SNY,ATLAS PORTFÖY SANAYİ SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,Atlas Portföy,Hisse Senedi,Sanayi,true,true,Tümü
STI,ATLAS PORTFÖY SENTİMENT SERBEST FON,Serbest Şemsiye Fonu,Atlas Portföy,Değişken,Değişken,true,true,Tümü
JUP,AURA PORTFÖY JÜPİTER SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,Aura Portföy,Döviz,Döviz,true,true,Döviz
PRH,AURA PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,Aura Portföy,Para Piyasası,Para Piyasası,true,false,Türk Lira
BFT,AZİMUT PORTFÖY BANKA VE FİNANS SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Azimut Portföy,Hisse Senedi,Bankacılık,true,false,Tümü
RCV,AZİMUT PORTFÖY BİRİNCİ ÇOKLU VARLIK KATILIM FONU,Katılım Şemsiye Fonu,Azimut Portföy,Değişken,Değişken,false,false,Tümü
HIZ,AZİMUT PORTFÖY DİNAMİK DEĞİŞKEN FON,Değişken Şemsiye Fonu,Azimut Portföy,Değişken,Değişken,true,false,Tümü
OMG,AZİMUT PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Azimut Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
IDI,AZİMUT PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Azimut Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
KOT,AZİMUT PORTFÖY KOÇ TOPLULUĞU ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Azimut Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
OTM,AZİMUT PORTFÖY OTOMOTİV SEKTÖRÜ DEĞİŞKEN FON,Değişken Şemsiye Fonu,Azimut Portföy,Değişken,Değişken,true,false,Tümü
PGS,AZİMUT PORTFÖY PAY GERİ ALIMI YAPAN ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Azimut Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
YPR,AZİMUT PORTFÖY YILDIZ PAZAR ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Azimut Portföy,Hisse Senedi,Hisse Senedi,true,false,Tümü
BHA,BULLS PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,Bulls Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
BV1,BV PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,BV Portföy,Hisse Senedi,Hisse Senedi,true,false,Türk Lira
BIS,BV PORTFÖY BİRİNCİ SERBEST FON,Serbest Şemsiye Fonu,BV Portföy,Değişken,Değişken,true,true,Tümü
RUT,BV PORTFÖY ROBOTİK VE UZAY TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,BV Portföy,Değişken,Robotik Teknolojiler,true,false,Tümü
